"","control_A","control_B","ph5h_A","ph5h_B","LPS_A","LPS_B","ph5hLPS_A","ph5hLPS_B","X1","X2","X3","X4"
"Diaph2",15.560036,15.152762,9.518038,9.9775157,25.497279,24.4944,9.007873,9.622033,0,0,0,0
"Diaph3",25.7137,24.8948,13.6212,15.3404,20.15088,19.28644,14.01142,14.96356,0,0,0,0
"Dicer1",24.498832,27.2967,19.104527,20.305669,17.6841554,18.5006543,14.000876,15.755776,0,0,0,0
"Dido1",16.783769,15.47004,6.225207,6.098268,9.207412,9.622148,4.33690542,5.24786246065,0,0,0,0
"Dimt1",4.9102,5.1841,4.90945,4.9852,4.53677,6.71027,4.49357,5.11042,0,0,0,0
"Dio1",0,0,0,0,0,0,0,0,0,0,0,0
"Dio2",4.14979,4.3432,0.663699,0.497758,1.33952,0.870258,0.761276,0.834037,0,0,0,0
"Dio3",0,0,0,0,0,0,0,0,0,0,0,0
"Dip2a",13.72024719999,13.408382234,12.1956751,10.461145,6.259206,6.19686800994635,5.37182490145085,7.699277,0,0,0,0
"Dip2b",6.347897,5.14655,6.99235,5.7263,4.199208,4.344925,8.3542,7.34062,0,0,0,0
"Dip2c",3.736774,3.163522,5.04402,4.299367,3.333316,2.729038,4.6669931,4.788863,0,0,0,0
"Dipk1a",22.46262,21.75663,12.78595,13.83601,13.5617,12.98177,36.6593,38.0018,0,0,0,0
"Dipk1b",0.266929,0.310379,0.108116,0.180419,0,0.321437,0,0.152889,0,0,0,0
"Dipk1c",0,0,0,0,0,0,0,0,0,0,0,0
"Dipk2a",24.1389,23.1272,15.2715,14.087,8.50743,9.42724,16.9107,19.5002,0,0,0,0
"Dipk2b",0,0,0,0,0,0,0,0,0,0,0,0
"Diras1",0.111939,0.291278,0.134309,0.2900864,0,0,0.0314109,0.107034,0,0,0,0
"Diras2",0.0338155,0.0591887,0,0.114091,0.0770392,0,0.132903,0.0485342,0,0,0,0
"Dis3",9.27283,10.9379,4.19695,4.74017,6.73034,7.62201,2.97762,3.57028,0,0,0,0
"Dis3l",13.440069245,14.763894084,9.24086147245,11.014716191,7.61330762349,8.1155358533,7.04514601,7.231831128,0,0,0,0
"Dis3l2",14.3731738,13.8441136,10.4578922,11.0627729,10.167024,10.176942,11.5515626,11.013766,0,0,0,0
"Disc1",2.726871,2.944189,2.25545449215,1.799666,0.626372,0.8290355,0.720922,1.230242,0,0,0,0
"Disp1",7.57198374473,7.9082324358,9.36691,9.4137,3.49109134,2.850258794,5.4954502,5.617763,0,0,0,0
"Disp2",0.0362965,0,0.0336254,0,0.0319173,0,0,0,0,0,0,0
"Disp3",0.0152708,0.017822,0.0366362,0,0,0,0,0,0,0,0,0
"Dixdc1",0.3390258,0.1151524,0.05071648,0.18525721,0.03211252,0.0334064,0.01582909,0.02697659,0,0,0,0
"Dkc1",15.832134,16.2692842474,6.980348,8.024363045198,7.3721182625093,10.905774,4.416840910455,7.35967,0,0,0,0
"Dkk1",0,0,0.0418473,0.0392931,0,0,0.0774202,0,0,0,0,0
"Dkk2",1.8986,1.70181,0.238143,0.148901,0.075402,0.0524026,0.124113,0.0871842,0,0,0,0
"Dkk3",0,0,0,0,0,0.029001,0,0,0,0,0,0
"Dkk4",0,0,0,0,0,0,0,0.0643988,0,0,0,0
"Dkkl1",0,0,0.41841,0.0888768,0,0,0,0.125514,0,0,0,0
"Dlat",42.938788,44.203986,25.771953,24.72506,42.436679,37.256949,26.375834,24.15424,0,0,0,0
"Dlc1",0.095837,0.11426630328371,0.0469244184228,0.0539094,0.1544379,0.1706,0.1458424,0.0838578,0,0,0,0
"Dld",84.794678,82.91234,70.464615,75.89286,114.387105,100.877321,101.82435,106.36834,0,0,0,0
"Dlec1",0.305751,0.0432633,0.0467174,0.122494,0.138515,0.1106218,0,0.161591,0,0,0,0
"Dleu7",0,0,0,0,0,0,0,0,0,0,0,0
"Dlg1",29.485493,28.2028465184735,17.07612,17.275808,29.958278,27.783819,16.338592,17.059805,0,0,0,0
"Dlg2",0.1080584,0.6537606,0.0864486,0.303985,0.0410146,0.1793201,0.3393627,0.10327,0,0,0,0
"Dlg3",0.8421953,0.90362323384,0.5459574,1.0999365,0.453867,0.4274828,0.30587900466785,0.734362,0,0,0,0
"Dlg4",12.488751,6.580356,4.426815,4.04352,8.768553,6.807422,3.392418,2.631276,0,0,0,0
"Dlg5",0.0379996,0.0418568,0,0.0404514,0.028862,0.0852687,0,0,0,0,0,0
"Dlgap1",0.0766158,0.1241644,0.219162,0.1659901,0.102499,0,0.101013,0.1016888,0,0,0,0
"Dlgap2",0.0740141,0.1234411,0,0,0.126414600340701,0.0332546,0.0415205,0.0502031,0,0,0,0
"Dlgap3",0,0,0.0342136,0.0320864,0.143502,0.10150681,0,0,0,0,0,0
"Dlgap4",53.63953,48.894651,46.6905300124687,51.20451977,82.249358,82.71912,54.85083,56.02312,0,0,0,0
"Dlgap5",47.625395,50.6909416,52.962602,59.406832,21.028282,19.698864,40.644661,37.7766989,0,0,0,0
"Dlk1",0,0,0.287992,0.02343,0,0,0.1210214,0.0199258,0,0,0,0
"Dlk2",0,0.153395,0,0.0744384,0,0,0,0.0629923,0,0,0,0
"Dll1",0,0,0.377575,0.0257101,1.904241,2.522977,1.217434,0.560294,0,0,0,0
"Dll3",0.031792,0.2777612,0.0381482,0.178054,0.1745172,0,0.1715066,0.209619,0,0,0,0
"Dll4",0.130787,0.0762697,0.351021,0.220685,0,0.0258696,0.1629312,0.166808,0,0,0,0
"Dlst",81.4414376,82.5282404,70.8925198,77.880521,73.248641,84.151239,81.764745,85.198922,0,0,0,0
"Dlx1",0,0.0230881,0,0,0.0552211,0,0,0,0,0,0,0
"Dlx2",0,0,0,0,0,0,0,0,0,0,0,0
"Dlx3",0,0,0,0,0,0,0,0,0,0,0,0
"Dlx4",0.110447,0,0,0,0,0,0,0,0,0,0,0
"Dlx5",0,0,0,0,0,0,0,0,0,0,0,0
"Dlx6",0,0.0600651,0.115164,0,0.110344,0.117997,0.0947562,0.0384215,0,0,0,0
"Dmac1",82.5122,87.6459,78.3006,73.9347,50.1371,49.5341,73.9413,69.4701,0,0,0,0
"Dmac2",24.65935,25.42064,19.58794,20.381111,11.457114,11.628345,13.084468,8.776394,0,0,0,0
"Dmac2l",11.846822,11.12564,11.121478,15.139199,7.113713,6.186038,8.239089,13.62304,0,0,0,0
"Dmap1",18.572902,18.019322,16.669265,17.75617,13.498777,15.07116,16.929274,15.259765,0,0,0,0
"Dmbt1",0,0,0,0,0,0,0.0312713,0,0,0,0,0
"Dmbx1",0,0,0,0.0311981,0.023108848,0,0.022762155,0.019393861,0,0,0,0
"Dmc1",0,0.0447647,0.0461344,0,0,0,0,0,0,0,0,0
"Dmd",0.024736,0.2577624,0,0,0.05235,0,0,0,0,0,0,0
"Dmgdh",0.0276,0,0,0,0,0,0,0,0,0,0,0
"Dmkn",0,0,0,0,0.175548,0,0.172515,0,0,0,0,0
"Dmp1",0.150062,0.174883,0.504163,0.506608,0.295779,0.142445,0.26947,0.192344,0,0,0,0
"Dmpk",0.6939729,0.419299,1.438751,1.7461228141769,0.2169124,0,1.1072864,1.2422421969869,0,0,0,0
"Dmrt1",0,0,0,0,0,0,0,0,0,0,0,0
"Dmrt2",0,0,0,0,0,0,0,0,0,0,0,0
"Dmrt3",0,0,0,0,0,0,0,0,0,0,0,0
"Dmrta1",0.0200425,0.0698282,0.119685,0,0.0227288,0.0236817,0.0224043,0.0190889,0,0,0,0
"Dmrta2",0.0282983,0,0,0,0,0.0335789,0,0,0,0,0,0
"Dmrtb1",0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtc1a",0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtc1b",0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtc1c1",0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtc1c2",0,0,0,0,0,0,0,0,0,0,0,0
"Dmrtc2",0,0,0,0,0,0,0,0,0,0,0,0
"Dmtf1",16.0734305,13.2540611,16.3553651250875,17.65850431,16.457438,16.8005416,14.8472678,19.391604202,0,0,0,0
"Dmtn",0.3358300156329,0.25553800932987,0,0.2098530063201,0.2038220238143,0.0484194162443,0.0906011,0.07884890631386,0,0,0,0
"Dmwd",0.56108,0.780779,8.43592,8.19687,0.199658,0.0965115,6.34096,5.96127,0,0,0,0
"Dmxl1",21.156766,18.9964491,22.516141,20.695349,17.102033,15.7495726,23.688984,23.815058,0,0,0,0
"Dmxl2",5.7102274178,5.919874,26.140386,25.357994551495,4.721824,5.80525645380537,24.4229235,22.38401441126,0,0,0,0
"Dna2",9.364289,12.2351654,10.97946,10.87866,1.063671,2.7032494,5.287436,6.24132,0,0,0,0
"Dnaaf1",0,0,0,0,0,0,0,0,0,0,0,0
"Dnaaf2",3.42491,3.87157,3.9171,4.49052,1.12505,0.87574,2.09773,2.18585,0,0,0,0
"Dnaaf3",2.91429,2.07151,2.45269,2.30074,4.2233,4.31035,1.23141,2.27849,0,0,0,0
"Dnaaf4",0.21501,0,0,0,0,0.063741,0.0596001,0.102623,0,0,0,0
"Dnaaf5",7.6202,7.1015169,8.9373,8.18886,6.557040339424,7.85439,7.04165,8.30552,0,0,0,0
"Dnah1",0.0246246,0.00719094,0,0,0,0.0073091,0,0.00589476,0,0,0,0
"Dnah10",0,0,0,0,0.00650817510401,0,0,0,0,0,0,0
"Dnah11",0.0104767,0.0122825,0,0,0,0,0,0.0100193,0,0,0,0
"Dnah12",0,0,0.0137091,0,0.0260437,0.0407041,0.1916743,0.162858,0,0,0,0
"Dnah14",0.75832,0.0598377,0.414144,0.526759,0.521882,0.117465,0.17036,0.0538234,0,0,0,0
"Dnah17",0.505978,0.4520812093,0.84989,0.3740964628,1.222358593,0.310447102,0.77921814,1.224467755,0,0,0,0
"Dnah2",0.3372970309289,0,0.027998523706,0.0131211838967,0,0,0,0,0,0,0,0
"Dnah3",0,0,0,0,0.0930092,0,0,0,0,0,0,0
"Dnah5",0,0,0,0,0.0115294,0,0,0,0,0,0,0
"Dnah6",0.0555024844298,0.0443983,0.022194,0.0213641337139,0.0356913,0.00756914904,0.021353013605,0.0121318399659,0,0,0,0
"Dnah7a",0,0.313369,0.653194,0.153571,0,0,0,0.257935,0,0,0,0
"Dnah7b",0.0457306,0.0355025,0,0.0755901,0.0269435,0,0.052749,0.1707909,0,0,0,0
"Dnah7c",0.0194876,0.00758749,0.0233724,0.0219068,0.0074018,0,0.0437902,0.0310995,0,0,0,0
"Dnah8",0.0217043,0.00633859,0.0195229,0.0365963,0.00618298,0.0450968,0.0121934,0.0207837,0,0,0,0
"Dnah9",0.0266482,0,0.0159823,0,0,0,0,0,0,0,0,0
"Dnaic1",0.266003,0.271165,0.547543,0.149692,0.265048,0.268344,0.1828432,0.2145863,0,0,0,0
"Dnaic2",0.14399,0.0345148,0.0345536,0.0971182,0.131189,0.0341714,0,0.1640088,0,0,0,0
"Dnaja1",162.374265,162.248866,108.53729,122.077992,240.80847,211.541918,104.270313,102.1635093,0,0,0,0
"Dnaja1-ps",0,0,0,0,0,0.190857,0,0,0,0,0,0
"Dnaja2",105.9638,100.4017,94.1715,89.9157,237.6259,213.8424,145.263,137.1764,0,0,0,0
"Dnaja3",32.407802,33.305217,28.649977,29.691657,26.169693,26.405809,25.693924,24.697094,0,0,0,0
"Dnaja4",0.26078,0.752494,0.0562183,0.154719,0.1599597,0.195746,0.33946,0.1341935,0,0,0,0
"Dnajb1",21.601063,23.7099,12.4338,13.925601,14.0939,12.871388,8.784345,7.4846,0,0,0,0
"Dnajb11",117.812614,130.766825,106.258848,117.578768,122.07442,109.029605,104.014108,94.588822,0,0,0,0
"Dnajb12",39.81628,39.59167,11.83963,12.5259382,30.03692,36.76419,18.76104,21.253,0,0,0,0
"Dnajb13",3.2818,1.439952827007,2.259443,2.556377,0.146556,0.554762,1.471819,1.748016,0,0,0,0
"Dnajb14",14.248973,12.5326761,18.488319,20.2253328,6.0658118,6.2942272,12.702212,15.152559,0,0,0,0
"Dnajb2",8.628979274,9.869485,9.865954,12.56141622131,11.0413,14.40838,37.6808875578,43.870665,0,0,0,0
"Dnajb3",0,0,0,0,0,0,0,0,0,0,0,0
"Dnajb4",16.3248064,16.032502,23.58947,23.476424,11.067124,11.291796,32.038888,33.842061,0,0,0,0
"Dnajb5",10.623413,10.927151,7.053295,7.610302,14.722052,14.0323,10.472828,8.501342,0,0,0,0
"Dnajb6",124.135687,117.75012,156.192167,151.949456,208.544947,177.911687,185.296718,184.003263,0,0,0,0
"Dnajb7",0.128505,0.2239,0,0,0.292459,0,0.0719985,0.0612932,0,0,0,0
"Dnajb8",0.0938227,0,0,0,0,0,0,0,0,0,0,0
"Dnajb9",27.3694,29.2688,23.3077,26.419197,10.4404,10.1928,18.35473,14.995,0,0,0,0
"Dnajc1",21.013759,22.8142763942,14.403911,12.508222,33.5471634,35.31574,11.588111,15.049974,0,0,0,0
"Dnajc10",62.442625,60.955457,40.132779,42.44156,55.806985,45.096379,42.837897,40.10328,0,0,0,0
"Dnajc11",35.39822176,40.56594,6.885267,6.55238476,36.2298825,39.640147,9.3012324,7.012416,0,0,0,0
"Dnajc12",21.963136,16.10455,10.235263,9.188955,14.701837,16.75132,8.197980223055,8.367589,0,0,0,0
"Dnajc13",45.1047013,42.3874714,24.7105502,23.623974,54.7675281,47.7493173,23.743817,25.309718,0,0,0,0
"Dnajc14",66.09387,66.79489,42.284769,46.51679,52.15452,45.59425,35.989976,38.461387,0,0,0,0
"Dnajc15",95.7065,92.2368,67.6996,79.5415,75.0966,62.8003,67.5837,62.7098,0,0,0,0
"Dnajc16",8.808255,7.9536,5.20121,6.20847,6.71968,6.52194,4.495858,4.26602,0,0,0,0
"Dnajc17",13.95561,13.290769,9.429314,14.448610004171,9.969407,9.264192,11.641568,12.42782,0,0,0,0
"Dnajc18",8.12179,7.69191,9.33228,9.03542,3.77126,4.04183,5.90988,5.45643,0,0,0,0
"Dnajc19",89.283381,91.450893,69.199858,66.535203,72.376427,62.435573,71.267547,68.961991,0,0,0,0
"Dnajc19-ps",0.80879,0,0,0,0,0,0,0,0,0,0,0
"Dnajc2",31.016572001038,32.822974,16.696760471,19.70583298,34.804412624,26.940823,19.426051,18.718461,0,0,0,0
"Dnajc21",16.728192,17.458367,12.476219,13.975507,19.845181,17.5374701260868,12.3498491,11.116097,0,0,0,0
"Dnajc22",0,0.0646186,0.0667277,0,0,0,0,0,0,0,0,0
"Dnajc24",15.41831,15.67898,6.9189474,5.45216,13.220398,8.44414,5.16596,7.705002,0,0,0,0
"Dnajc25",7.18209,8.69658,2.145513,2.26905,9.21786,7.144865,1.936713,2.591114,0,0,0,0
"Dnajc27",3.8988,4.265438,2.186228,1.734884,2.822765,2.585402,1.033271,1.2159908,0,0,0,0
"Dnajc28",3.63286,3.044729,0.931773,1.534772,0.547624,0.384882,0.2529678,0.316481,0,0,0,0
"Dnajc3",44.2705,45.9305,40.7381,41.0254,31.3198,29.5507,34.805,32.0825,0,0,0,0
"Dnajc30",15.5681,15.5991,3.56425,4.49039,11.0451,11.8371,5.23614,3.05474,0,0,0,0
"Dnajc4",29.4279,25.02119,28.31933,30.0805,16.36585,23.58511,27.01968,27.4435,0,0,0,0
"Dnajc5",59.254440552764,56.8433747,33.28856,37.2868610996,41.729461,47.11779,24.68005,25.566099,0,0,0,0
"Dnajc5b",0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc5g",0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc6",0.1092767,0.01837520278136,0.01888769954214,0.01770756228306,0.01793760755959,0,0.122198,0,0,0,0,0
"Dnajc7",133.8962,125.547841,92.10170149,98.69258,104.707139,74.21417,53.410262,56.733582,0,0,0,0
"Dnajc8",135.985875,152.047033,93.078453,100.403515,126.74649,113.513566,94.382416,97.644603,0,0,0,0
"Dnajc9",55.554,61.509,65.1593,68.8948,17.5748,19.5056,49.7958,45.3698,0,0,0,0
"Dnal1",1.678221,1.5420642,1.267823,1.536157,0.8636,0.543471187333,0.432027,0.97578,0,0,0,0
"Dnal4",21.67808,22.764112,24.631801,24.509491,13.778634,14.119075,17.926525,15.699592,0,0,0,0
"Dnali1",0,0,0.0950239,0,0,0,0,0.0378267,0,0,0,0
"Dnase1",1.69462,1.321233,0.830073,0.344838,0.2330084,0.40512368,0.346429,0.3437815,0,0,0,0
"Dnase1l1",245.98034,224.4743158155,174.24286,166.99431,117.19367,121.367270007231,123.43676,117.4867,0,0,0,0
"Dnase1l2",0.987793,1.014834,1.021759,1.494301,0.666768,1.613156,0.983048,0.819901140487,0,0,0,0
"Dnase1l3",0.0682009,0.0596856,0.12272,0.0383518,0.23308,0.141664,0.0765892,0.0489441,0,0,0,0
"Dnase2a",190.887258,195.90738,128.201877,126.4069579,90.471874,99.5820483,120.068999,108.267583,0,0,0,0
"Dnase2b",0,0,0,0,0,0,0,0,0,0,0,0
"Dnd1",0.437951,0.366949,0.435331,0.3107508,0.281258,0.143302,0.0677307,0.172992,0,0,0,0
"Dnd1-ps",0,0,0,0,0,0,0,0,0,0,0,0
"Dner",2.56715,3.229628,3.21493,2.50792,2.0547428,1.5515401,2.716379,2.307588,0,0,0,0
"Dnhd1",1.230319,0.6801194,0.430942,0.3633991,0.1798317,0.5553412,0.1770266,0.0474989,0,0,0,0
"Dnlz",14.569253,13.156367,5.633376,5.603971,10.085203,11.025868,4.240155,4.538667,0,0,0,0
"Dnm1",0.0216951,0.0588527,0.1994584,0.5237138825,0.119718,0.0360533,0.597792,0.3911909,0,0,0,0
"Dnm1l",38.36895,38.556613,26.127312,28.03161,38.6695,37.43419,34.74056,40.27292,0,0,0,0
"Dnm2",118.093713,110.13728,97.16918696302,95.674792,78.64567,85.11659,67.166194,71.55059,0,0,0,0
"Dnm3",0.0426053,0,0.3740966,0.81116,0,0.341119,0.076185,0.816424,0,0,0,0
"Dnmbp",9.93431,9.460229,8.229245,7.232152,2.399513,2.163095,3.205112,2.975503,0,0,0,0
"Dnmt1",87.9588290008161,96.6709650697,74.70235923324,77.937398,15.166284,20.20489071,48.057539,47.5155900019652,0,0,0,0
"Dnmt3a",119.8941052,112.72943,115.1972353,92.1099056,34.8819855,38.9623448,79.8620011,70.75119,0,0,0,0
"Dnmt3a-ps1",0,0,0,0,0,0,0,0,0,0,0,0
"Dnmt3b",1.479444,0.8694836152,0.4940047,0.417075,0.4139887061569,0.8528009,0.25985480928245,0.38826384,0,0,0,0
"Dnmt3c",0,0,0,0,0.375957,0.607233,0,0,0,0,0,0
"Dnmt3l",2.90852,1.203138,1.704774,1.938272,6.175347610141,6.87042,5.397466,4.88838720495,0,0,0,0
"Dnmt3l-ps1",0,0,0.0856642,0,0,0,0.399556,0.340102,0,0,0,0
"Dnpep",73.300518,59.49421333399,56.2125132374,59.2167190824916,54.19643241226,55.867245325305,55.796291,57.69787178606,0,0,0,0
"Dnph1",19.1883,21.2895,16.8174,15.4235,9.26251,10.0534,13.2746,10.7494,0,0,0,0
"Dntt",0,0,0,0.0921766,0.0466069,0.0971165,0.137759,0.0782179,0,0,0,0
"Dnttip1",30.914743,34.333254,20.90763,23.19499,20.86375,20.80365,24.609206,24.808944,0,0,0,0
"Dnttip2",39.07063,41.123283,23.1237,23.433313,36.057270661167,31.485941,26.796135,26.2159996,0,0,0,0
"Doc2a",0,0,0,0,0,0,0,0,0,0,0,0
"Doc2b",0,0,0,0,0,0,0,0,0,0,0,0
"Doc2g",0.3150868,0.665759,0.6195474,0.942517,0.12814433,0.108677,0.245031,0.481301,0,0,0,0
"Dock1",14.561602,14.055139,11.616772,10.8930836,9.129764,10.251777,9.04868,9.850897,0,0,0,0
"Dock10",48.1907809,48.6832934,34.1973918,35.8688541,122.0582177,115.219262,59.246229,75.608244,0,0,0,0
"Dock11",31.17625,32.2543,11.078923,11.180782,23.14223,19.65783161709,10.235676,11.5078119,0,0,0,0
"Dock2",95.6118435,92.800823,75.4348737,74.610919,59.2753,60.098907,63.6770222,65.8855798695,0,0,0,0
"Dock3",0.588076,0.29725927,0.1542371,0.09290352,0.3760596,1.8442059,0.5357924,0.3046971,0,0,0,0
"Dock4",8.5027811,9.7437443,7.3658511,7.15155,13.4866153,13.069202,6.048911,7.8688098,0,0,0,0
"Dock5",8.64461,9.16144,5.70028,6.35453,1.7964,2.15477,5.9962,7.14836,0,0,0,0
"Dock6",4.507379002859,3.842709,2.508151,3.704097646,3.701987,3.237536,3.169431,3.678626,0,0,0,0
"Dock7",27.0967054,19.6844105,14.503273047971,15.9030129162868,19.26803636019,17.196446075207,10.2448093079102,9.802431076,0,0,0,0
"Dock8",33.5583,37.1627,20.4202,22.306,17.5866,19.0985,14.1428,16.6525,0,0,0,0
"Dock9",0.4771999,0.6762308,0.2565664,0.15580988,0.0666834,0.24834189,0.283656225,0.3006846,0,0,0,0
"Dohh",49.257336,54.668178,49.17732,48.991818,48.011538,47.08266,37.452007,39.892409,0,0,0,0
"Dok1",56.9601,59.44782,64.215989,69.09646,37.94943,31.10167,55.59396,62.34634,0,0,0,0
"Dok2",60.25445,61.47,31.664707,33.634978,14.75934,19.17545,23.35241,22.87248,0,0,0,0
"Dok3",42.3406,49.4806,48.8017,54.4275,19.4168,25.837,30.8001,30.0935,0,0,0,0
"Dok4",4.10264,4.02573,2.88935965,7.348362282,3.035146,3.197376,3.1584364402,3.135678,0,0,0,0
"Dok5",0,0,0.0582774,0,0,0,0,0,0,0,0,0
"Dok6",0.0407643,0.100615,0.239187,0.207662,0.0695539,0.0484207,0.122323,0.020374,0,0,0,0
"Dok7",0.133683,0.159475,0.0410686,0.0770417,0.101952,0.555036,0,0,0,0,0,0
"Dolk",15.9109,13.5658,2.84496,3.79976,6.99922,8.34084,2.70436,3.41655,0,0,0,0
"Dolpp1",31.123231,30.147525,44.50259,47.718887749,11.065043854,15.928307,26.11315,25.449014,0,0,0,0
"Donson",11.639,15.790876,6.293044,6.204412,6.14007900272233,5.995574,4.800498,5.464191,0,0,0,0
"Dop1a",11.146721529,10.19759638,7.68170270193124,7.591581,12.090512,8.5428795,6.3009785,5.11812886,0,0,0,0
"Dop1b",12.6328,12.6935,12.6467,13.1709,7.20282,8.92023,9.57098,11.9566,0,0,0,0
"Dot1l",24.1550906,25.846544,104.24257,101.831718,18.88022061493,27.159411,99.649859,135.176256057,0,0,0,0
"Doxl1",0,0,0,0,0,0,0,0,0,0,0,0
"Doxl2",0,0,0,0,0,0,0,0,0,0,0,0
"Dpagt1",52.191653,46.834551,35.5634371,29.57563,34.017332,33.446199,28.833843,25.724553,0,0,0,0
"Dpep1",0,0,0,0,0.142469,0,0.141754,0.119253,0,0,0,0
"Dpep2",134.35678,142.78268,137.14387,155.561929,132.85306,154.75736,122.153053,137.686941,0,0,0,0
"Dpep3",0.659818,0.649352,0.12185,0.514526,1.96432,2.22709,0.0569095,0.29076,0,0,0,0
"Dpf1",0.2046467,0.9383948,0.446596,0.0409218,0.0945975,0.17103800182139,0,0.0694846,0,0,0,0
"Dpf2",51.112875,53.656542,85.460033,79.78126,80.226565,111.083765,136.90877,159.94122,0,0,0,0
"Dpf3",0.0686472,0,0,0,0,0,0,0,0,0,0,0
"Dph1",16.587164,16.010867,8.15999,9.804156,10.833353,11.290493,7.500193,6.976796,0,0,0,0
"Dph2",10.21663,10.28363,1.932342,2.363329,6.643821,6.669692,3.8750008977,2.5317528,0,0,0,0
"Dph3",42.72483,40.141203,38.43052,36.884405,35.963797,32.418044,39.356806,41.919148,0,0,0,0
"Dph3b-ps",0,0,0,0,0,0,0,0,0,0,0,0
"Dph5",16.3741535,16.030291,10.757652,15.770079,13.36547,13.885242,9.431006,9.4661383,0,0,0,0
"Dph6",10.270088,10.945457,8.998429,8.1551937,10.42115476359,9.42791,7.6791138,8.184304,0,0,0,0
"Dph7",10.0731995,9.54383734,6.885618,7.665542,3.62205,3.410563,3.461551,3.211387,0,0,0,0
"Dpm1",62.138402,61.10578,46.329676,38.228361,48.671047,41.952845,38.1618613,31.675111,0,0,0,0
"Dpm2",96.58253,92.49236,56.97534,58.65065,74.52481,81.14632,47.32643,51.31787,0,0,0,0
"Dpm3",66.5397,70.00539,112.82701,111.89851,48.83125,47.53279,86.94406,87.343466,0,0,0,0
"Dpp10",0.0379617,0.0422721,0.7296794,0.053668,0.177645,0.0905533,0.0130961,0.2967182,0,0,0,0
"Dpp3",58.2318,61.2879,29.2872,31.5115,43.4223,44.4696,23.7075,23.0081,0,0,0,0
"Dpp4",0,0.0357414,0,0,0.1741772,0.6711582,0,0.1454812,0,0,0,0
"Dpp6",0.0331097,0.2897915,0.4355487,0.515129,0,0,0.2608909,0.0204029,0,0,0,0
"Dpp7",198.806438,183.13662,131.361371,115.637714,143.97863,137.14171,107.585627,98.614056,0,0,0,0
"Dpp8",67.514803,66.675361,28.5149315,29.042625,50.46837,48.0180051,19.8831795,22.1088814,0,0,0,0
"Dpp9",34.667,35.8534,15.7963,15.6,31.0041,36.3761,13.6546,13.9777,0,0,0,0
"Dppa1",0,0,0,0,0,0,0,0,0,0,0,0
"Dppa2",0,0,0,0,0.0497241,0.0518055,0.0841946,0.0417199,0,0,0,0
"Dppa3",3.947749,3.87587,1.05503,1.3232754,1.162499,0.820956,0.326467,0.277503,0,0,0,0
"Dppa3-ps",0,0,0,0,0,0,0,0,0,0,0,0
"Dppa4",0,0,0,0,0,0,0,0,0,0,0,0
"Dppa5a",0,0,0,0,0,0,0,0,0,0,0,0
"Dppa5b",0,0,0,0,0,0,0,0,0,0,0,0
"Dppa5c",0,0,0,0,0,0,0,0,0,0,0,0
"Dpt",0,0,0,0,0,0,0,0,0,0,0,0
"Dpy19l1",18.932098,18.512788,12.005609,11.64402,13.117821,10.4368700012849,9.4248410475784,8.294272,0,0,0,0
"Dpy19l2",0,0,0,0,0,0,0,0,0,0,0,0
"Dpy19l3",0.039888,0.0465756,1.2755333,1.4202788,0.0568091,0.475655,0.1963806,0.0381849,0,0,0,0
"Dpy19l4",20.199145000264,19.6335562017128,10.9737428,11.014548,17.1277716,16.520274,8.796869,10.020345,0,0,0,0
"Dpy30",80.3346,84.9468,69.5653,72.2363,48.5193,57.8441,67.9866,64.0295,0,0,0,0
"Dpyd",0,0,0,0,0,0,0,0,0,0,0,0
"Dpys",0.270834,0.276074,0.446868,0.647764,0.31338,0.32674661,0.455865,0.258869,0,0,0,0
"Dpysl2",18.0487,18.5366,13.88,13.155,25.6724,24.4638,12.5885,11.6752,0,0,0,0
"Dpysl3",0.125781,0.0342946,0.035247,0.048157,0,0.0507312,0,0.0140603,0,0,0,0
"Dpysl4",0,0,0,0.0435866,0,0,0,0,0,0,0,0
"Dpysl5",0.0160867,0.20067,0.210071,0,0,0,0,0,0,0,0,0
"Dqx1",0.766272,1.026774,3.22781,3.76906,0.834973,0.702367,2.865255,2.31839,0,0,0,0
"Dr1",53.468253,53.266067,45.675264,44.43447,100.1877,81.68742,77.60343,86.11695,0,0,0,0
"Dram1",16.3573,12.8697,11.4076,11.5292,114.680302,105.048142,50.345937,55.936036,0,0,0,0
"Dram2",184.37947,155.812756,93.466916,92.2667,171.10471,157.669426,90.41152,84.48689,0,0,0,0
"Drap1",149.718857,150.40435,178.90709,167.592319,127.949035,127.094409,158.437055,136.516923,0,0,0,0
"Draxin",0,0,0,0,0.0176797,0,0.017434,0.0297022,0,0,0,0
"Drc1",0.913426,2.22049,2.37333,1.95992,0.867533,0.735066,2.43191,2.33673,0,0,0,0
"Drc3",0.3551861,0.088034,0.413563,0.141571,0.1734991,0.16685924,0.288184,0.124434,0,0,0,0
"Drc7",0,0,0.1103301,0.10363944,0,0,0.205566,0,0,0,0,0
"Drd1",0.18581600658184,0.21669200603184,0.1114650123647,0.20904100474374,0,0.05512990114442,0.34642900325174,0.06664860411224,0,0,0,0
